epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
191,8210.79,1.68955,0.76015,1.73758,0.8873,0.76608,0.78845,0.34965,2.23679,1.20862,2.04245,0.00145,0.00145,0.00145
192,8253.26,1.6291,0.72691,1.69025,0.92625,0.77778,0.81848,0.36834,2.19579,1.13767,2.00117,0.001405,0.001405,0.001405
193,8296.61,1.63704,0.72833,1.70123,0.88588,0.76608,0.80651,0.36645,2.19155,1.20599,1.98739,0.00136,0.00136,0.00136
194,8341.43,1.62394,0.72034,1.70057,0.89276,0.77892,0.82006,0.35426,2.22927,1.15068,2.02867,0.001315,0.001315,0.001315
195,8385.79,1.61946,0.72567,1.69338,0.92004,0.74015,0.80294,0.36488,2.23263,1.20654,2.04451,0.00127,0.00127,0.00127
196,8426.88,1.63322,0.70775,1.70738,0.87567,0.76608,0.78773,0.36435,2.23754,1.16862,2.06443,0.001225,0.001225,0.001225
197,8465.96,1.59602,0.70535,1.67068,0.89025,0.75439,0.78836,0.3564,2.21864,1.17968,2.05052,0.00118,0.00118,0.00118
198,8509.55,1.59923,0.69384,1.69135,0.8968,0.76226,0.79971,0.35832,2.24199,1.17673,2.06043,0.001135,0.001135,0.001135
199,8552.11,1.60581,0.69031,1.69127,0.89749,0.77778,0.78579,0.35251,2.24189,1.19398,2.05069,0.00109,0.00109,0.00109
200,8595.76,1.60395,0.69941,1.68634,0.89331,0.78344,0.79275,0.355,2.25378,1.20573,2.05929,0.001045,0.001045,0.001045
