epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
189,9325.36,1.49628,0.67332,1.35226,0.93447,0.80702,0.85708,0.37854,2.20669,1.04457,2.05914,0.00154,0.00154,0.00154
190,9372.87,1.50292,0.683,1.3716,0.94415,0.79091,0.84536,0.36929,2.24336,1.10074,2.07447,0.001495,0.001495,0.001495
191,9453.64,1.47905,0.63439,1.59569,0.93094,0.78827,0.83147,0.37143,2.22035,1.13862,2.06158,0.00145,0.00145,0.00145
192,9499.85,1.41983,0.60086,1.54162,0.9377,0.79219,0.8302,0.3752,2.18024,1.19495,2.02703,0.001405,0.001405,0.001405
193,9547.29,1.44829,0.60385,1.57627,0.92799,0.77778,0.82989,0.3748,2.18484,1.17771,2.04191,0.00136,0.00136,0.00136
194,9595.46,1.43012,0.60619,1.57697,0.93034,0.78108,0.83341,0.37316,2.22409,1.16309,2.07477,0.001315,0.001315,0.001315
195,9643.36,1.41978,0.60359,1.55644,0.92683,0.78363,0.82921,0.37254,2.24173,1.20386,2.08272,0.00127,0.00127,0.00127
196,9691.5,1.4322,0.60147,1.57082,0.93024,0.78363,0.84253,0.38465,2.19644,1.15627,2.05226,0.001225,0.001225,0.001225
197,9740.84,1.4181,0.59347,1.55187,0.95373,0.77778,0.84431,0.38165,2.21382,1.14412,2.05886,0.00118,0.00118,0.00118
198,9790.14,1.41341,0.59601,1.56493,0.96305,0.78947,0.83954,0.38306,2.21571,1.13907,2.06723,0.001135,0.001135,0.001135
199,9838.75,1.43205,0.57706,1.56896,0.94773,0.77778,0.85144,0.38026,2.20829,1.10211,2.06306,0.00109,0.00109,0.00109
200,9886.82,1.4146,0.58942,1.55507,0.92534,0.80117,0.84068,0.37957,2.25622,1.12881,2.09543,0.001045,0.001045,0.001045
